prod,origen,imported,subcategoria,categoria_producto,unidad_medida1,unidad_medida2,time,post,timeToTreat,post_imported,stock,max_consecutivos_sin_stock,precio,precio_cont,precio_std,price_var,price_var_cont,first_price_cont,price_variation_c,dolar_variation,_merge
imp_10,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,10200,10200,10200,,,10200,0,0,Matched (3)
imp_86,Italia,1,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,27,12900,12900,25800,,,12900,0,0,Matched (3)
imp_117,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,3,6700,6700,6700,,,6700,0,0,Matched (3)
imp_77,España,1,Aceite,Aceite,4,ml,8/29/2024,0,-4,0,InStock,14,10100,10100,40400,,,10100,0,0,Matched (3)
arg_102,Argentina,0,Aderezos,Aderezos,0.5263158,gr,8/29/2024,0,-4,0,InStock,,3600,3600,1894.7369,,,3600,0,0,Matched (3)
imp_167,Estados Unidos,1,Aderezos,Aderezos,1.4705882,gr,8/29/2024,0,-4,0,InStock,,7650,7650,11250,,,7650,0,0,Matched (3)
arg_135,Argentina,0,Risotto,Risotto,1.0416666,gr,8/29/2024,0,-4,0,InStock,,2600,2600,2708.3333,,,2600,0,0,Matched (3)
imp_115,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,24,10674.15,10674.15,10674.15,,,10674.15,-3.66E-06,0,Matched (3)
imp_185,Brasil,1,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,,6400,6400,8000,,,6400,0,0,Matched (3)
imp_25,España,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,40,7750,7750,7750,,,7750,0,0,Matched (3)
arg_158,Argentina,0,Queso,Queso,1,gr,8/29/2024,0,-4,0,InStock,34,24748,24748,24748,,,24748,0,0,Matched (3)
imp_155,Mexico,1,Aderezos,Aderezos,1.2594458,gr,8/29/2024,0,-4,0,InStock,,4350,4350,5478.5894,,,4350,0,0,Matched (3)
imp_131,Holanda,1,Cerveza,Cerveza,2,ml,8/29/2024,0,-4,0,InStock,,5950,5950,11900,,,5950,0,0,Matched (3)
imp_130,Holanda,1,Cerveza,Cerveza,2,ml,8/29/2024,0,-4,0,InStock,,5250,5250,10500,,,5250,0,0,Matched (3)
imp_14,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,11250,11250,11250,,,11250,0,0,Matched (3)
imp_138,Polonia,1,Te,Te,0.1,u,8/29/2024,0,-4,0,InStock,,5300,5300,530,,,5300,0,0,Matched (3)
imp_233,Brasil,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,8/29/2024,0,-4,0,InStock,,16406,16406,1025.375,,,16406,0,0,Matched (3)
imp_67,España,1,Galletitas,Galletitas,0.5,gr,8/29/2024,0,-4,0,InStock,5,6700,6700,3350,,,6700,0,0,Matched (3)
imp_12,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,9300,9300,9300,,,9300,0,0,Matched (3)
arg_179,Argentina,0,Galletitas,Galletitas,0.9259259,gr,8/29/2024,0,-4,0,InStock,,550,550,509.25925,,,550,0,0,Matched (3)
imp_116,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,6,8700,8700,8700,,,8700,0,0,Matched (3)
imp_29,Suiza,1,Bombones,Bombones,1.25,gr,8/29/2024,0,-4,0,InStock,,25750,25750,32187.5,,,25750,0,0,Matched (3)
imp_119,Argentina,0,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,1400,1400,1400,,,1400,0,0,Matched (3)
arg_40,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,2900,2900,2900,,,2900,0,0,Matched (3)
arg_19,Argentina,0,Mermelada,Mermelada,1.1904762,gr,8/29/2024,0,-4,0,InStock,,3200,3200,3809.5237,,,3200,0,0,Matched (3)
imp_112,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,8900,8900,8900,,,8900,0,0,Matched (3)
arg_143,Argentina,0,Pescado enlatado,Pescado enlatado,1.1111112,gr,8/29/2024,0,-4,0,InStock,11,5000,5000,5555.5557,,,5000,0,0,Matched (3)
arg_182,Argentina,0,Galletitas,Galletitas,0.4,gr,8/29/2024,0,-4,0,InStock,,1650,1650,660,,,1650,0,0,Matched (3)
imp_144,España,1,Mermelada,Mermelada,1.4285715,gr,8/29/2024,0,-4,0,InStock,1,6700,6700,9571.429,,,6700,0,0,Matched (3)
imp_65,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,10200,10200,1020,,,10200,0,0,Matched (3)
imp_120,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,10,1680,1680,1680,,,1680,0,0,Matched (3)
imp_153,Estados Unidos,1,Aderezos,Aderezos,1.4285715,gr,8/29/2024,0,-4,0,InStock,7,1800,1800,2571.4287,,,1800,0,0,Matched (3)
imp_88,Italia,1,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,24,16600,16600,16600,,,16600,0,0,Matched (3)
arg_181,Argentina,0,Galletitas,Galletitas,0.4,gr,8/29/2024,0,-4,0,InStock,,1550,1550,620,,,1550,0,0,Matched (3)
imp_133,Italia,1,Queso,Queso,1,gr,8/29/2024,0,-4,0,InStock,,38379,38379,38379,,,38379,0,0,Matched (3)
imp_227,España,1,Aceitunas,Aceitunas,2.3529413,gr,8/29/2024,0,-4,0,InStock,14,2900,2900,6823.53,,,2900,0,0,Matched (3)
arg_96,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.125,u,8/29/2024,0,-4,0,InStock,8,12100,12100,1512.5,,,12100,0,0,Matched (3)
imp_32,Brasil,1,Golosinas,Golosinas,0.98039216,gr,8/29/2024,0,-4,0,InStock,,3100,3100,3039.2156,,,3100,0,0,Matched (3)
arg_180,Argentina,0,Galletitas,Galletitas,0.84745765,gr,8/29/2024,0,-4,0,InStock,,1448,1448,1227.1187,,,1448,0,0,Matched (3)
arg_137,Argentina,0,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,33,3200,3200,3200,,,3200,0,0,Matched (3)
arg_122,Argentina,0,Snack,Snack,0.90909094,gr,8/29/2024,0,-4,0,InStock,,1100,1100,1000,,,1100,0,0,Matched (3)
imp_33,Brasil,1,Golosinas,Golosinas,0.98039216,gr,8/29/2024,0,-4,0,InStock,10,3100,3100,3039.2156,,,3100,0,0,Matched (3)
arg_56,Argentina,0,Chocolate,Chocolate,2,gr,8/29/2024,0,-4,0,InStock,,1150,1150,2300,,,1150,0,0,Matched (3)
arg_144,Argentina,0,Pescado enlatado,Pescado enlatado,0.2631579,gr,8/29/2024,0,-4,0,InStock,,3000,3000,789.4737,,,3000,0,0,Matched (3)
imp_209,Dinamarca,1,Queso,Queso,12.5,gr,8/29/2024,0,-4,0,InStock,,10999,10999,137487.5,,,10999,0,0,Matched (3)
imp_247,Francia,1,Queso,Queso,8,gr,8/29/2024,0,-4,0,InStock,,14969,14969,119752,,,14969,0,0,Matched (3)
imp_71,Italia,1,Condimento,Condimento,6.6666665,gr,8/29/2024,0,-4,0,InStock,,12100,12100,80666.664,,,12100,0,0,Matched (3)
imp_170,Brasil,1,Condimento liquido,Condimento liquido,1.6666666,ml,8/29/2024,0,-4,0,InStock,,6800,6800,11333.333,,,6800,0,0,Matched (3)
arg_149,Argentina,0,Aceitunas,Aceitunas,1.3333334,gr,8/29/2024,0,-4,0,InStock,6,2450,2450,3266.6667,,,2450,0,0,Matched (3)
imp_158,Estados Unidos,1,Aderezos,Aderezos,1.4285715,gr,8/29/2024,0,-4,0,InStock,,2300,2300,3285.7144,,,2300,0,0,Matched (3)
arg_83,Argentina,0,Aceite,Aceite,2,ml,8/29/2024,0,-4,0,InStock,,11800,11800,23600,,,11800,0,0,Matched (3)
arg_151,Argentina,0,Aceitunas,Aceitunas,1,gr,8/29/2024,0,-4,0,InStock,,3200,3200,3200,,,3200,0,0,Matched (3)
imp_207,Alemania,1,Queso,Queso,8,gr,8/29/2024,0,-4,0,InStock,,9999,9999,79992,,,9999,0,0,Matched (3)
arg_91,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.0625,u,8/29/2024,0,-4,0,InStock,,16406,16406,1025.375,,,16406,0,0,Matched (3)
imp_203,Italia,1,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,6,5650,5650,7062.5,,,5650,0,0,Matched (3)
imp_15,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,9800,9800,9800,,,9800,0,0,Matched (3)
arg_87,Argentina,0,Aceite,Aceite,2,ml,8/29/2024,0,-4,0,InStock,9,14750,14750,29500,,,14750,0,0,Matched (3)
arg_112,Argentina,0,Chocolate,Chocolate,2.2222223,gr,8/29/2024,0,-4,0,InStock,,900,900,2000.0001,,,900,0,0,Matched (3)
imp_140,Brasil,1,Yerba,Yerba,1,gr,8/29/2024,0,-4,0,InStock,13,8500,8500,8500,,,8500,0,0,Matched (3)
imp_171,Estados Unidos,1,Aderezos,Aderezos,0.98039216,gr,8/29/2024,0,-4,0,InStock,,7650,7650,7500,,,7650,0,0,Matched (3)
imp_197,Italia,1,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,19671.89,19671.89,19671.89,,,19671.89,-3.18E-06,0,Matched (3)
imp_8,Holanda,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,4050,4050,4050,,,4050,0,0,Matched (3)
imp_82,Argentina,0,Condimento liquido,Condimento liquido,3.5714285,ml,8/29/2024,0,-4,0,InStock,,3050,3050,10892.857,,,3050,0,0,Matched (3)
imp_62,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,39,9500,9500,950,,,9500,0,0,Matched (3)
imp_9,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,10200,10200,10200,,,10200,0,0,Matched (3)
arg_4,Argentina,0,Cafe molido,Cafe molido,2,gr,8/29/2024,0,-4,0,InStock,,18350,18350,36700,,,18350,0,0,Matched (3)
arg_146,Argentina,0,Aceitunas,Aceitunas,0.6666667,gr,8/29/2024,0,-4,0,InStock,,2300,2300,1533.3334,,,2300,0,0,Matched (3)
imp_20,Italia,1,Chocolate,Chocolate,0.5,gr,8/29/2024,0,-4,0,InStock,,25750,25750,12875,,,25750,0,0,Matched (3)
imp_76,España,1,Condimento,Condimento,3.8461537,gr,8/29/2024,0,-4,0,InStock,39,7350,7350,28269.23,,,7350,0,0,Matched (3)
arg_78,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1200,1200,1200,,,1200,0,0,Matched (3)
imp_28,Suiza,1,Bombones,Bombones,1.25,gr,8/29/2024,0,-4,0,InStock,,25750,25750,32187.5,,,25750,0,0,Matched (3)
arg_46,Argentina,0,Cerveza,Cerveza,2.1141648,ml,8/29/2024,0,-4,0,InStock,,11080,11080,23424.947,,,11080,0,0,Matched (3)
arg_67,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1309,1309,1309,,,1309,0,0,Matched (3)
imp_225,España,1,Aceitunas,Aceitunas,2.3529413,gr,8/29/2024,0,-4,0,InStock,13,2900,2900,6823.53,,,2900,0,0,Matched (3)
arg_34,Argentina,0,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,,1572,1572,3144,,,1572,0,0,Matched (3)
imp_166,Estados Unidos,1,Aderezos,Aderezos,2.2026432,gr,8/29/2024,0,-4,0,InStock,,7650,7650,16850.22,,,7650,0,0,Matched (3)
imp_101,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,10200,10200,10200,,,10200,0,0,Matched (3)
imp_52,Italia,1,Cafe molido,Cafe molido,2,gr,8/29/2024,0,-4,0,InStock,,26500,26500,53000,,,26500,0,0,Matched (3)
arg_35,Argentina,0,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,2600,2600,2600,,,2600,0,0,Matched (3)
imp_190,Italia,1,Salsa de tomate,Salsa de tomate,0.71428573,gr,8/29/2024,0,-4,0,InStock,18,16000,16000,11428.571,,,16000,0,0,Matched (3)
imp_97,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,6700,6700,6700,,,6700,0,0,Matched (3)
arg_66,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,8/29/2024,0,-4,0,InStock,21,900,900,1323.5294,,,900,0,0,Matched (3)
arg_165,Argentina,0,Te,Te,0.02,u,8/29/2024,0,-4,0,InStock,,1262,1262,25.24,,,1262,0,0,Matched (3)
imp_159,Argentina,0,Aderezos,Aderezos,2.631579,gr,8/29/2024,0,-4,0,InStock,24,3350,3350,8815.789,,,3350,0,0,Matched (3)
arg_104,Argentina,0,Aderezos,Aderezos,1.3888888,gr,8/29/2024,0,-4,0,InStock,,3650,3650,5069.4443,,,3650,0,0,Matched (3)
imp_230,España,1,Aceitunas,Aceitunas,0.8333333,gr,8/29/2024,0,-4,0,InStock,,9900,9900,8250,,,9900,0,0,Matched (3)
imp_210,Dinamarca,1,Queso,Queso,6.6666665,gr,8/29/2024,0,-4,0,InStock,,10999,10999,73326.664,,,10999,0,0,Matched (3)
imp_85,Italia,1,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,,12600,12600,25200,,,12600,0,0,Matched (3)
imp_123,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,3,2500,2500,2500,,,2500,0,0,Matched (3)
imp_191,Italia,1,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,3,7050,7050,8812.5,,,7050,0,0,Matched (3)
imp_57,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,8800,8800,880,,,8800,0,0,Matched (3)
arg_105,Argentina,0,Aderezos,Aderezos,2,gr,8/29/2024,0,-4,0,InStock,1,650,650,1300,,,650,0,0,Matched (3)
imp_165,Estados Unidos,1,Aderezos,Aderezos,1.0373445,gr,8/29/2024,0,-4,0,InStock,,7650,7650,7935.685,,,7650,0,0,Matched (3)
imp_16,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,12,9800,9800,9800,,,9800,0,0,Matched (3)
imp_194,Italia,1,Aderezos,Aderezos,1.1111112,gr,8/29/2024,0,-4,0,InStock,,10450,10450,11611.111,,,10450,0,0,Matched (3)
imp_23,Belgica,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,21,8700,8700,8700,,,8700,0,0,Matched (3)
imp_118,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,7750,7750,7750,,,7750,0,0,Matched (3)
arg_18,Argentina,0,Mermelada,Mermelada,1.4285715,gr,8/29/2024,0,-4,0,InStock,,8200,8200,11714.286,,,8200,0,0,Matched (3)
imp_49,Italia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,13600,13600,54400,,,13600,0,0,Matched (3)
imp_244,Chile,1,Pescado enlatado,Pescado enlatado,0.5263158,gr,8/29/2024,0,-4,0,InStock,,3690,3690,1942.1053,,,3690,0,0,Matched (3)
imp_106,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,9700,9700,9700,,,9700,0,0,Matched (3)
imp_66,España,1,Galletitas,Galletitas,0.5882353,gr,8/29/2024,0,-4,0,InStock,5,6100,6100,3588.2354,,,6100,0,0,Matched (3)
arg_152,Argentina,0,Aceitunas,Aceitunas,1.6,gr,8/29/2024,0,-4,0,InStock,,1991,1991,3185.6,,,1991,0,0,Matched (3)
arg_86,Argentina,0,Aceite,Aceite,2,ml,8/29/2024,0,-4,0,InStock,,13050,13050,26100,,,13050,0,0,Matched (3)
imp_89,Italia,1,Risotto,Risotto,0.5,gr,8/29/2024,0,-4,0,InStock,,6200,6200,3100,,,6200,0,0,Matched (3)
arg_42,Argentina,0,Pastas cortas,Pastas cortas,1.6666666,gr,8/29/2024,0,-4,0,InStock,,1350,1350,2250,,,1350,0,0,Matched (3)
imp_26,España,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,7750,7750,7750,,,7750,0,0,Matched (3)
imp_242,Ecuador,1,Pescado enlatado,Pescado enlatado,0.8333333,gr,8/29/2024,0,-4,0,InStock,,2500,2500,2083.3333,,,2500,0,0,Matched (3)
imp_21,Suiza,1,Chocolate,Chocolate,0.2857143,gr,8/29/2024,0,-4,0,InStock,7,38400,38400,10971.429,,,38400,0,0,Matched (3)
imp_127,Alemania,1,Cerveza,Cerveza,2,ml,8/29/2024,0,-4,0,InStock,,5850,5850,11700,,,5850,0,0,Matched (3)
arg_11,Argentina,0,Te,Te,0.05,u,8/29/2024,0,-4,0,InStock,,1700,1700,85,,,1700,0,0,Matched (3)
arg_29,Argentina,0,Condimento,Condimento,3.3333333,gr,8/29/2024,0,-4,0,InStock,,3200,3200,10666.666,,,3200,0,0,Matched (3)
imp_91,Italia,1,Risotto,Risotto,0.25,gr,8/29/2024,0,-4,0,InStock,,9300,9300,2325,,,9300,0,0,Matched (3)
imp_104,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,9700,9700,9700,,,9700,0,0,Matched (3)
imp_235,Reino Unido,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,8/29/2024,0,-4,0,InStock,5,16406,16406,1025.375,,,16406,0,0,Matched (3)
imp_38,Argentina,0,Cafe molido,Cafe molido,5.882353,gr,8/29/2024,0,-4,0,InStock,,8250,8250,48529.41,,,8250,0,0,Matched (3)
imp_22,Belgica,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,41,8700,8700,8700,,,8700,0,0,Matched (3)
imp_45,Colombia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,23300,23300,93200,,,23300,0,0,Matched (3)
arg_162,Argentina,0,Queso,Queso,1,gr,8/29/2024,0,-4,0,InStock,,15360,15360,15360,,,15360,0,0,Matched (3)
arg_168,Argentina,0,Te,Te,0.04,u,8/29/2024,0,-4,0,InStock,9,1200,1200,48,,,1200,0,0,Matched (3)
arg_145,Argentina,0,Enlatados,Enlatados,1.6666666,gr,8/29/2024,0,-4,0,InStock,34,800,800,1333.3333,,,800,0,0,Matched (3)
imp_1,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,9800,9800,9800,,,9800,0,0,Matched (3)
imp_143,España,1,Mermelada,Mermelada,1.4285715,gr,8/29/2024,0,-4,0,InStock,40,7450,7450,10642.857,,,7450,0,0,Matched (3)
imp_58,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,12,8800,8800,880,,,8800,0,0,Matched (3)
imp_107,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,9700,9700,9700,,,9700,0,0,Matched (3)
arg_44,Argentina,0,Cerveza,Cerveza,1.0256411,ml,8/29/2024,0,-4,0,InStock,,4189,4189,4296.4106,,,4189,0,0,Matched (3)
arg_31,Argentina,0,Enlatados,Enlatados,1.6666666,gr,8/29/2024,0,-4,0,InStock,12,850,850,1416.6666,,,850,0,0,Matched (3)
imp_24,España,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,7750,7750,7750,,,7750,0,0,Matched (3)
arg_75,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1200,1200,1200,,,1200,0,0,Matched (3)
arg_92,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.083333336,u,8/29/2024,0,-4,0,InStock,,11400,11400,950,,,11400,0,0,Matched (3)
arg_166,Argentina,0,Te,Te,0.04,u,8/29/2024,0,-4,0,InStock,,1450,1450,58,,,1450,0,0,Matched (3)
arg_64,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,8/29/2024,0,-4,0,InStock,29,1000,1000,1470.5883,,,1000,0,0,Matched (3)
imp_42,Argentina,0,Cafe molido,Cafe molido,5.882353,gr,8/29/2024,0,-4,0,InStock,,8010,8010,47117.645,,,8010,0,0,Matched (3)
imp_18,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,9300,9300,9300,,,9300,0,0,Matched (3)
imp_48,Italia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,11350,11350,45400,,,11350,0,0,Matched (3)
arg_108,Argentina,0,Chocolate,Chocolate,0.90909094,gr,8/29/2024,0,-4,0,InStock,,2200,2200,2000,,,2200,0,0,Matched (3)
arg_184,Argentina,0,Galletitas,Galletitas,0.5813953,gr,8/29/2024,0,-4,0,InStock,,1550,1550,901.1628,,,1550,0,0,Matched (3)
imp_187,Italia,1,Salsa de tomate,Salsa de tomate,1.1363636,gr,8/29/2024,0,-4,0,InStock,11,7700,7700,8750,,,7700,0,0,Matched (3)
arg_133,Argentina,0,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,2500,2500,2500,,,2500,0,0,Matched (3)
imp_94,Italia,1,Risotto,Risotto,1.1904762,gr,8/29/2024,0,-4,0,InStock,,5600,5600,6666.6665,,,5600,0,0,Matched (3)
imp_238,Brasil,1,Condimento liquido,Condimento liquido,0.5,ml,8/29/2024,0,-4,0,InStock,,6487.39,6487.39,3243.695,,,6487.39,-2.11E-06,0,Matched (3)
arg_80,Argentina,0,Salsa de tomate,Salsa de tomate,0.5154639,gr,8/29/2024,0,-4,0,InStock,,1900,1900,979.3814,,,1900,0,0,Matched (3)
imp_53,España,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,27,10000,10000,1000,,,10000,0,0,Matched (3)
imp_43,Colombia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,23300,23300,93200,,,23300,0,0,Matched (3)
imp_74,Mexico,1,Enlatados,Enlatados,1.25,gr,8/29/2024,0,-4,0,InStock,,9300,9300,11625,,,9300,0,0,Matched (3)
arg_47,Argentina,0,Cerveza,Cerveza,2.1097047,ml,8/29/2024,0,-4,0,InStock,,9010,9010,19008.44,,,9010,0,0,Matched (3)
imp_46,Italia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,17500,17500,70000,,,17500,0,0,Matched (3)
arg_53,Argentina,0,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,2450,2450,2450,,,2450,0,0,Matched (3)
imp_75,Mexico,1,Enlatados,Enlatados,1.3157895,gr,8/29/2024,0,-4,0,InStock,,10300,10300,13552.632,,,10300,0,0,Matched (3)
arg_9,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,6850,6850,685,,,6850,0,0,Matched (3)
imp_35,Argentina,0,Galletitas,Galletitas,0.5,gr,8/29/2024,0,-4,0,InStock,1,3652,3652,1826,,,3652,0,0,Matched (3)
imp_4,Holanda,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,4050,4050,4050,,,4050,0,0,Matched (3)
imp_239,Brasil,1,Bombones,Bombones,1,gr,8/29/2024,0,-4,0,InStock,8,6050,6050,6050,,,6050,0,0,Matched (3)
arg_100,Argentina,0,Aderezos,Aderezos,1,gr,8/29/2024,0,-4,0,InStock,,1600,1600,1600,,,1600,0,0,Matched (3)
imp_157,Estados Unidos,1,Aderezos,Aderezos,2.5,gr,8/29/2024,0,-4,0,InStock,,1250,1250,3125,,,1250,0,0,Matched (3)
imp_51,Italia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,10,11350,11350,45400,,,11350,0,0,Matched (3)
imp_172,Belgica,1,Aderezos,Aderezos,1.6666666,gr,8/29/2024,0,-4,0,InStock,,10200,10200,17000,,,10200,0,0,Matched (3)
imp_105,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,9,10527.99,10527.99,10527.99,,,10527.99,-2.23E-06,0,Matched (3)
imp_54,España,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,10,10300,10300,1030,,,10300,0,0,Matched (3)
imp_231,España,1,Aceitunas,Aceitunas,0.8333333,gr,8/29/2024,0,-4,0,InStock,,10650,10650,8875,,,10650,0,0,Matched (3)
imp_99,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,7850,7850,7850,,,7850,0,0,Matched (3)
imp_80,Argentina,0,Condimento,Condimento,1.3333334,gr,8/29/2024,0,-4,0,InStock,,4050,4050,5400,,,4050,0,0,Matched (3)
imp_7,Holanda,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,4050,4050,4050,,,4050,0,0,Matched (3)
imp_193,Italia,1,Salsa preparada,Salsa preparada,2.5,gr,8/29/2024,0,-4,0,InStock,,7650,7650,19125,,,7650,0,0,Matched (3)
imp_92,Italia,1,Risotto,Risotto,1.1904762,gr,8/29/2024,0,-4,0,InStock,,5600,5600,6666.6665,,,5600,0,0,Matched (3)
imp_95,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,6700,6700,6700,,,6700,0,0,Matched (3)
imp_31,Holanda,1,Bombones,Bombones,1.25,gr,8/29/2024,0,-4,0,InStock,4,11250,11250,14062.5,,,11250,0,0,Matched (3)
arg_125,Argentina,0,Snack,Snack,0.37037036,gr,8/29/2024,0,-4,0,InStock,,3650,3650,1351.8518,,,3650,0,0,Matched (3)
arg_95,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.125,u,8/29/2024,0,-4,0,InStock,,12100,12100,1512.5,,,12100,0,0,Matched (3)
arg_70,Argentina,0,Salsa de tomate,Salsa de tomate,0.96153843,gr,8/29/2024,0,-4,0,InStock,,750,750,721.1538,,,750,0,0,Matched (3)
imp_96,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,4,6700,6700,6700,,,6700,0,0,Matched (3)
imp_6,Holanda,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,,,4050,4050,4050,,,4050,0,0,Matched (3)
imp_137,Polonia,1,Te,Te,0.1,u,8/29/2024,0,-4,0,InStock,38,5250,5250,525,,,5250,0,0,Matched (3)
arg_134,Argentina,0,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,,3000,3000,6000,,,3000,0,0,Matched (3)
imp_121,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1450,1450,1450,,,1450,0,0,Matched (3)
imp_136,Polonia,1,Te,Te,0.1,u,8/29/2024,0,-4,0,InStock,40,5300,5300,530,,,5300,0,0,Matched (3)
imp_141,Alemania,1,Mermelada,Mermelada,1.5151515,gr,8/29/2024,0,-4,0,InStock,18,5050,5050,7651.515,,,5050,0,0,Matched (3)
arg_13,Argentina,0,Te,Te,0.05,u,8/29/2024,0,-4,0,InStock,,1300,1300,65,,,1300,0,0,Matched (3)
imp_156,Mexico,1,Aderezos,Aderezos,2.631579,gr,8/29/2024,0,-4,0,InStock,,2300,2300,6052.6313,,,2300,0,0,Matched (3)
arg_163,Argentina,0,Queso,Queso,1,gr,8/29/2024,0,-4,0,InStock,,17865,17865,17865,,,17865,0,0,Matched (3)
arg_118,Argentina,0,Snack,Snack,0.4,gr,8/29/2024,0,-4,0,InStock,39,2900,2900,1160,,,2900,0,0,Matched (3)
